Name,Platform,Year_of_Release,Genre,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
World Soccer Winning Eleven 8 International,PS2,2004.0,Sports,3.85,91.0,26.0,9.1,38.0,E
Sports Champions,PS3,2010.0,Sports,3.84,76.0,64.0,7.9,104.0,E10+
Namco Museum Vol.1,PS,1995.0,Misc,3.84,,,,,
The Legend of Zelda: Link's Awakening,GB,1992.0,Action,3.83,,,,,
Call of Duty: Ghosts,PS4,2013.0,Shooter,3.83,78.0,49.0,3.7,1564.0,M
Flash Focus: Vision Training in Minutes a Day,DS,2007.0,Misc,3.83,59.0,22.0,4.0,4.0,E
Tom Clancy's The Division,PS4,2016.0,Shooter,3.8,80.0,64.0,7.0,2219.0,M
Big Brain Academy: Wii Degree,Wii,2007.0,Misc,3.79,68.0,33.0,6.9,39.0,E
Resident Evil Director's Cut,PS,1996.0,Action,3.77,,,,,
Mario & Luigi: Bowser's Inside Story,DS,2009.0,Role-Playing,3.77,,,,,
LEGO Indiana Jones: The Original Adventures,X360,2008.0,Action,3.76,77.0,60.0,7.5,66.0,E10+
The Sims: Unleashed,PC,2002.0,Simulation,3.76,79.0,21.0,8.0,29.0,T
Ratchet & Clank: Size Matters,PSP,2007.0,Platform,3.74,,,,,
Harry Potter and the Sorcerer's Stone,PS,2001.0,Action,3.73,64.0,11.0,7.5,41.0,E
Mario & Sonic at the London 2012 Olympic Games,Wii,2011.0,Sports,3.72,,,,,
Resident Evil 3: Nemesis,PS,1999.0,Action,3.72,,,,,
Super Paper Mario,Wii,2007.0,Platform,3.71,85.0,56.0,7.9,417.0,E
Spyro: Year of the Dragon,PS,2000.0,Platform,3.71,91.0,15.0,8.8,207.0,E
Assassin's Creed IV: Black Flag,PS3,2013.0,Action,3.71,88.0,36.0,8.1,840.0,M
FIFA Soccer 2005,PS2,2004.0,Sports,3.7,81.0,27.0,7.6,56.0,E
Pokémon Trading Card Game,GB,1998.0,Strategy,3.7,,,,,
Friend Collection,DS,2009.0,Misc,3.67,,,,,
Tony Hawk's Pro Skater 4,PS2,2002.0,Sports,3.67,94.0,27.0,8.5,128.0,T
Star Wars Battlefront (2015),XOne,2015.0,Shooter,3.66,,,,,
MySims,DS,2007.0,Simulation,3.66,67.0,15.0,7.3,13.0,E
Midnight Club 3: DUB Edition,PSP,2005.0,Racing,3.65,74.0,34.0,8.4,31.0,E10+
Banjo-Kazooie,N64,1998.0,Platform,3.65,,,,,
SOCOM: U.S. Navy SEALs,PS2,2002.0,Shooter,3.65,82.0,42.0,7.9,82.0,M
Jak and Daxter: The Precursor Legacy,PS2,2001.0,Platform,3.64,90.0,35.0,8.7,312.0,E
Pokemon Snap,N64,1999.0,Simulation,3.63,,,,,
Pro Evolution Soccer 2008,PS2,2007.0,Sports,3.63,82.0,10.0,7.9,38.0,E
Resident Evil 4,PS2,2005.0,Action,3.62,96.0,38.0,8.9,1013.0,M
Guitar Hero: World Tour,Wii,2008.0,Misc,3.62,86.0,18.0,7.6,71.0,T
FIFA Soccer 10,PS3,2009.0,Sports,3.62,91.0,56.0,7.6,203.0,E
Star Wars: Battlefront,PS2,2004.0,Shooter,3.61,82.0,36.0,8.7,142.0,T
Doom II: Hell on Earth,PC,1994.0,Shooter,3.61,,,,,
The Simpsons: Road Rage,PS2,2001.0,Racing,3.61,64.0,23.0,7.7,32.0,T
Luigi's Mansion,GC,2001.0,Action,3.6,78.0,34.0,8.5,161.0,E
Battlefield 4,PS4,2013.0,Shooter,3.59,85.0,18.0,6.9,1580.0,M
Star Wars: Battlefront II,PS2,2005.0,Shooter,3.59,84.0,30.0,9.0,268.0,T
Just Dance 2014,Wii,2013.0,Misc,3.59,,,6.2,10.0,E10+
Cooking Mama 2: Dinner With Friends,DS,2007.0,Simulation,3.58,70.0,39.0,8.0,9.0,E
WWF SmackDown!,PS,2000.0,Fighting,3.58,,,,,
Croc: Legend of the Gobbos,PS,1997.0,Platform,3.56,,,,,
Grand Theft Auto: Liberty City Stories,PS2,2006.0,Action,3.54,78.0,49.0,7.8,112.0,M
The Getaway,PS2,2002.0,Action,3.54,72.0,49.0,6.8,88.0,M
Tomb Raider III: Adventures of Lara Croft,PS,1997.0,Action,3.54,,,,,
James Bond 007: Agent Under Fire,PS2,2001.0,Shooter,3.53,72.0,27.0,7.9,48.0,T
LEGO Star Wars: The Video Game,PS2,2005.0,Action,3.53,,,,,
Rugrats in Paris: The Movie,PS,2000.0,Action,3.52,,,,,
FIFA Soccer 11,X360,2010.0,Sports,3.52,88.0,66.0,7.5,155.0,E
Spyro 2: Ripto's Rage!,PS,1999.0,Platform,3.52,,,,,
Left 4 Dead,X360,2008.0,Shooter,3.51,89.0,67.0,7.9,1309.0,M
Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996.0,Platform,3.51,,,,,
Assassin's Creed: Unity,XOne,2014.0,Action,3.5,72.0,59.0,4.1,1005.0,M
Kung Fu,NES,1985.0,Action,3.5,,,,,
Resident Evil 5,X360,2009.0,Action,3.5,83.0,91.0,7.5,523.0,M
Assassin's Creed: Brotherhood,X360,2010.0,Action,3.49,89.0,81.0,8.3,693.0,M
FIFA Soccer 2004,PS2,,Sports,3.49,84.0,20.0,6.4,76.0,E
Battlefield 4,PS3,2013.0,Shooter,3.49,80.0,14.0,5.8,579.0,M
Batman: Arkham Asylum,X360,2009.0,Action,3.48,92.0,78.0,8.7,1080.0,T
Battlefield 4,X360,2013.0,Shooter,3.48,79.0,21.0,5.6,542.0,M
Battlefield: Bad Company 2,X360,2010.0,Shooter,3.47,88.0,75.0,8.6,869.0,M
Mario & Sonic at the Olympic Winter Games,DS,2009.0,Sports,3.46,,,,,
Guitar Hero: On Tour,DS,2008.0,Misc,3.46,71.0,70.0,8.8,29.0,E10+
Clubhouse Games,DS,2006.0,Misc,3.45,83.0,30.0,8.4,28.0,E
Monster Hunter 4,3DS,2013.0,Role-Playing,3.44,,,,,
Borderlands,X360,2009.0,Shooter,3.44,84.0,83.0,8.2,715.0,M
Tekken 4,PS2,2002.0,Fighting,3.44,79.0,23.0,8.3,126.0,T
Final Fantasy III,SNES,1994.0,Role-Playing,3.42,,,,,
Grand Theft Auto 2,PS,1998.0,Action,3.42,70.0,15.0,8.0,67.0,T
Metal Gear Solid V: The Phantom Pain,PS4,2015.0,Action,3.41,93.0,86.0,8.2,3943.0,M
Spider-Man 2,PS2,2004.0,Action,3.41,80.0,50.0,8.9,106.0,T
F-1 Race,GB,1990.0,Racing,3.41,,,,,
FIFA Soccer 2003,PS2,2002.0,Sports,3.4,88.0,15.0,6.7,35.0,E
LittleBigPlanet 2,PS3,2011.0,Platform,3.39,91.0,86.0,8.4,657.0,E
Crash Bash,PS,2000.0,Misc,3.39,68.0,12.0,8.2,99.0,E
Assassin's Creed Syndicate,PS4,2015.0,Action,3.39,76.0,86.0,6.8,1319.0,M
LEGO Batman: The Videogame,X360,2008.0,Action,3.38,76.0,49.0,7.9,75.0,E10+
Destiny,XOne,2014.0,Shooter,3.37,75.0,11.0,5.5,1735.0,T
WWF War Zone,PS,1998.0,Fighting,3.36,,,,,
The Legend of Zelda: Majora's Mask,N64,2000.0,Action,3.36,,,,,
Far Cry 3,PS3,2012.0,Shooter,3.35,90.0,32.0,8.5,1041.0,M
Rugrats: Search For Reptar,PS,1998.0,Adventure,3.34,,,,,
English Training: Have Fun Improving Your Skills!,DS,2006.0,Misc,3.33,,,,,
James Bond 007: Nightfire,PS2,2002.0,Shooter,3.33,77.0,20.0,8.5,66.0,T
Ratchet & Clank,PS2,2002.0,Platform,3.33,,,,,
Monster Hunter X,3DS,2015.0,Action,3.32,,,,,
Star Wars Episode III: Revenge of the Sith,PS2,2005.0,Action,3.32,60.0,34.0,7.2,82.0,T
The Legend of Zelda: Spirit Tracks,DS,2009.0,Action,3.31,87.0,75.0,7.8,228.0,E10+
Max Payne,PS2,2001.0,Shooter,3.31,80.0,21.0,8.5,86.0,M
Assassin's Creed IV: Black Flag,X360,2013.0,Action,3.3,86.0,35.0,7.9,701.0,M
The Lord of the Rings: The Return of the King,PS2,2003.0,Action,3.28,85.0,31.0,8.7,105.0,T
Yokai Watch 2 Ganso/Honke,3DS,2014.0,Role-Playing,3.28,,,,,
Gears of War: Ultimate Edition,XOne,2015.0,Shooter,3.28,82.0,74.0,7.5,563.0,M
True Crime: Streets of LA,PS2,2003.0,Action,3.27,77.0,39.0,8.0,94.0,M
Professor Layton and the Unwound Future,DS,2008.0,Puzzle,3.26,86.0,62.0,9.2,111.0,E10+
Gran Turismo (PSP),PSP,2009.0,Racing,3.25,,,,,
FIFA 16,XOne,2015.0,Sports,3.25,84.0,45.0,4.4,459.0,E
Wii Music,Wii,2008.0,Misc,3.25,63.0,43.0,4.6,116.0,E
Tekken,PS,1995.0,Fighting,3.24,,,,,
Madden NFL 16,PS4,2015.0,Sports,3.24,83.0,37.0,5.9,180.0,E
Gran Turismo 6,PS3,2013.0,Racing,3.23,81.0,81.0,7.7,758.0,E
Halo: The Master Chief Collection,XOne,2014.0,Shooter,3.23,85.0,69.0,7.2,1267.0,M
007: Tomorrow Never Dies,PS,1999.0,Shooter,3.21,,,,,
Super Mario Maker,WiiU,2015.0,Platform,3.21,88.0,85.0,8.7,691.0,E
WWF SmackDown! 2: Know Your Role,PS,2000.0,Fighting,3.2,,,,,
Baseball,NES,1983.0,Sports,3.2,,,,,
Killer Instinct,SNES,1995.0,Fighting,3.2,,,,,
Dragon Quest VI: Maboroshi no Daichi,SNES,1995.0,Role-Playing,3.19,,,,,
God of War: Chains of Olympus,PSP,2008.0,Action,3.18,91.0,79.0,8.6,565.0,M
Enter the Matrix,PS2,2003.0,Action,3.18,62.0,30.0,8.1,137.0,T
Crisis Core: Final Fantasy VII,PSP,2007.0,Role-Playing,3.18,83.0,67.0,8.0,463.0,T
Dance Central,X360,2010.0,Misc,3.17,82.0,63.0,7.6,85.0,T
L.A. Noire,PS3,2011.0,Adventure,3.17,89.0,78.0,7.7,1010.0,M
Ace Combat 04: Shattered Skies,PS2,2001.0,Simulation,3.17,89.0,22.0,9.1,95.0,E
Animal Crossing,GC,2001.0,Simulation,3.15,87.0,42.0,8.9,137.0,E
FIFA Soccer 08,PS2,2007.0,Sports,3.14,83.0,12.0,6.5,36.0,E
Club Penguin: Elite Penguin Force,DS,2008.0,Adventure,3.14,,,8.0,37.0,E
Spider-Man,PS,2000.0,Action,3.13,87.0,19.0,9.0,107.0,E
Mario Party 9,Wii,2012.0,Misc,3.13,73.0,45.0,6.8,155.0,E
Need for Speed III: Hot Pursuit,PS,1998.0,Racing,3.12,88.0,13.0,,,E
Star Wars Episode I Racer,N64,1999.0,Racing,3.12,,,,,
Sonic Rush,DS,2005.0,Platform,3.12,82.0,43.0,8.5,101.0,E
Dragon Warrior IV,NES,1990.0,Role-Playing,3.12,,,,,
Rhythm Heaven,DS,2008.0,Misc,3.11,83.0,48.0,9.0,63.0,E
Fallout: New Vegas,PS3,2010.0,Role-Playing,3.11,82.0,57.0,7.8,492.0,M
Personal Trainer: Cooking,DS,2006.0,Misc,3.11,81.0,12.0,7.8,10.0,E
The Elder Scrolls IV: Oblivion,PS3,2007.0,Role-Playing,3.1,93.0,45.0,8.0,604.0,M
The Legend of Zelda: A Link Between Worlds,3DS,2013.0,Action,3.1,91.0,81.0,8.9,1057.0,E
Resident Evil 6,PS3,2012.0,Shooter,3.1,74.0,34.0,5.4,1304.0,M
Mass Effect 2,X360,2010.0,Role-Playing,3.1,96.0,98.0,8.9,3143.0,M
Dragon Ball Z: Budokai,PS2,2002.0,Fighting,3.09,67.0,28.0,7.9,71.0,T
Madden NFL 2002,PS2,2001.0,Sports,3.08,94.0,23.0,7.9,46.0,E
World Class Track Meet,NES,1986.0,Sports,3.08,,,,,
Donkey Kong,GB,1994.0,Platform,3.07,,,,,
The Sims: Vacation,PC,2002.0,Simulation,3.07,75.0,18.0,7.8,22.0,T
LEGO Batman: The Videogame,Wii,,Action,3.06,74.0,17.0,7.9,22.0,E10+
Animal Crossing: Happy Home Designer,3DS,2015.0,Simulation,3.05,66.0,60.0,6.9,106.0,E
The Sims 4,PC,2014.0,Simulation,3.05,70.0,74.0,3.9,2057.0,T
Borderlands 2,X360,2012.0,Shooter,3.05,89.0,59.0,8.2,892.0,M
LEGO Batman: The Videogame,DS,2008.0,Action,3.05,72.0,16.0,8.0,16.0,E10+
Kung Fu Panda,X360,2008.0,Action,3.04,75.0,42.0,7.4,32.0,E10+
Mass Effect 3,X360,2012.0,Role-Playing,3.04,93.0,74.0,5.8,3725.0,M
Heavy Rain,PS3,2010.0,Adventure,3.03,87.0,107.0,7.7,2759.0,M
Rayman,PS,1995.0,Platform,3.03,,,,,
Saints Row 2,X360,2008.0,Action,3.03,81.0,75.0,8.1,307.0,M
Tom Clancy's Splinter Cell,XB,2002.0,Action,3.02,93.0,46.0,8.5,121.0,T
Mike Tyson's Punch-Out!!,NES,1987.0,Fighting,3.02,,,,,
WWE SmackDown! Shut Your Mouth,PS2,2002.0,Sports,3.02,,,,,
FIFA 14,PS4,2013.0,Sports,3.01,87.0,26.0,6.3,616.0,E
Killzone 2,PS3,2009.0,Shooter,3.01,91.0,94.0,8.1,1505.0,M
Far Cry 3,X360,2012.0,Shooter,3.0,91.0,39.0,8.6,1247.0,M
Epic Mickey,Wii,2010.0,Platform,3.0,73.0,78.0,7.0,131.0,E
NBA 2K13,X360,2012.0,Sports,3.0,88.0,41.0,7.2,131.0,E
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007.0,Fighting,3.0,73.0,24.0,9.2,173.0,T
wwe Smackdown vs. Raw 2006,PS2,,Fighting,3.0,,,,,
Star Fox,SNES,1993.0,Shooter,2.99,,,,,
The Sims: Livin Large,PC,2000.0,Misc,2.99,82.0,23.0,6.6,20.0,T
World Soccer Winning Eleven 6 International,PS2,2002.0,Sports,2.99,93.0,24.0,9.1,65.0,E
Devil May Cry,PS2,2001.0,Action,2.99,94.0,37.0,8.5,466.0,M
Star Wars: The Old Republic,PC,2011.0,Role-Playing,2.96,85.0,73.0,5.9,2748.0,T
Middle-Earth: Shadow of Mordor,PS4,2014.0,Action,2.96,84.0,85.0,8.1,1886.0,M
Sonic Heroes,PS2,2003.0,Platform,2.96,64.0,29.0,7.8,94.0,E
Hitman 2: Silent Assassin,PS2,2002.0,Action,2.96,85.0,19.0,7.8,78.0,M
Titanfall,XOne,2014.0,Shooter,2.95,86.0,68.0,6.4,2658.0,M
Battlefield: Bad Company 2,PS3,2010.0,Shooter,2.95,88.0,59.0,8.5,572.0,M
Wave Race 64,N64,1996.0,Racing,2.94,,,,,
SOCOM II: U.S. Navy SEALs,PS2,2003.0,Shooter,2.94,87.0,42.0,9.0,93.0,M
WWE SmackDown! vs. RAW 2006,PS2,2005.0,Fighting,2.94,,,,,
Pac-Man Collection,GBA,2001.0,Puzzle,2.94,79.0,13.0,7.8,4.0,E
Street Fighter IV,X360,2009.0,Fighting,2.94,93.0,77.0,7.3,292.0,T
inFAMOUS,PS3,2009.0,Action,2.93,85.0,98.0,8.3,1172.0,T
Kirby Super Star Ultra,DS,2008.0,Platform,2.92,76.0,40.0,8.8,76.0,E
Call of Duty: Ghosts,XOne,2013.0,Shooter,2.92,78.0,7.0,4.3,700.0,M
FIFA 15,X360,2014.0,Sports,2.92,,,4.2,85.0,E
Super Mario World 2: Yoshi's Island,GBA,2002.0,Platform,2.91,,,,,
Mass Effect,X360,2007.0,Role-Playing,2.91,91.0,74.0,8.7,1692.0,M
Sonic Mega Collection Plus,PS2,2004.0,Misc,2.9,73.0,21.0,8.6,30.0,E
World Soccer Winning Eleven 7 International,PS2,2003.0,Sports,2.9,93.0,28.0,9.0,45.0,E
Sega Superstars Tennis,X360,2008.0,Sports,2.89,67.0,45.0,6.8,18.0,E10+
Hot Shots Golf 3,PS2,2001.0,Sports,2.89,85.0,30.0,8.9,16.0,E
Cooking Mama: Cook Off,Wii,2007.0,Simulation,2.89,61.0,37.0,5.3,23.0,E
Call of Duty: Finest Hour,PS2,2004.0,Shooter,2.89,76.0,49.0,7.7,69.0,T
WarioWare: Smooth Moves,Wii,2006.0,Puzzle,2.89,83.0,61.0,7.4,179.0,E10+
Syphon Filter,PS,1999.0,Shooter,2.88,,,,,
Imagine: Babyz,DS,2007.0,Simulation,2.87,,,7.7,15.0,E
Colin McRae Rally,PS,1998.0,Racing,2.87,,,,,
Madden NFL 13,X360,2012.0,Sports,2.86,81.0,36.0,5.8,179.0,E
The Elder Scrolls III: Morrowind,XB,2002.0,Role-Playing,2.86,87.0,34.0,8.7,111.0,T
Assassin's Creed IV: Black Flag,PS4,2013.0,Action,2.85,83.0,29.0,7.8,1530.0,M
Command & Conquer: Red Alert,PC,1996.0,Strategy,2.85,,,,,
F-Zero,SNES,1990.0,Racing,2.85,,,,,
Yoshi's Story,N64,1997.0,Platform,2.85,,,,,
Mortal Kombat,PS3,2011.0,Fighting,2.84,84.0,60.0,8.4,494.0,M
Madden NFL 10,X360,2009.0,Sports,2.83,85.0,58.0,6.1,90.0,E
WWE SmackDown! vs. Raw,PS2,2002.0,Fighting,2.83,,,,,
BioShock,X360,2007.0,Shooter,2.83,96.0,88.0,8.9,2249.0,M
Metroid Prime,GC,2002.0,Shooter,2.82,97.0,70.0,9.3,747.0,T
Assassin's Creed: Brotherhood,PS3,2010.0,Action,2.82,90.0,59.0,8.2,791.0,M
Finding Nemo,GBA,2003.0,Action,2.82,,,7.0,8.0,E
Zumba Fitness 2,Wii,2011.0,Sports,2.81,,,7.13,,T
Myst,PC,1994.0,Adventure,2.81,,,,,
Medal of Honor,PS3,2010.0,Shooter,2.81,75.0,56.0,7.5,286.0,M
Need for Speed: Most Wanted,PS3,2012.0,Racing,2.81,,,,,
Imagine: Fashion Designer,DS,2007.0,Simulation,2.8,,,7.6,7.0,E
WWE SmackDown! Here Comes the Pain,PS2,2003.0,Fighting,2.8,,,,,
Hot Shots Golf,PS,1997.0,Sports,2.79,,,,,
A Bug's Life,PS,1998.0,Platform,2.79,,,,,
WWF SmackDown! Just Bring It,PS2,2001.0,Fighting,2.79,,,,,
inFAMOUS: Second Son,PS4,2014.0,Action,2.79,80.0,90.0,7.9,2944.0,T
Dragon Quest V: Tenkuu no Hanayome,SNES,1992.0,Role-Playing,2.79,,,,,
Mortal Kombat Trilogy,PS,1996.0,Fighting,2.79,,,,,
Monster Hunter Tri,3DS,2011.0,Role-Playing,2.79,,,,,
NBA Street,PS2,2001.0,Sports,2.79,89.0,22.0,8.6,39.0,E
Jak II,PS2,2003.0,Platform,2.78,87.0,47.0,8.2,241.0,T
Ratchet & Clank: Going Commando,PS2,2003.0,Platform,2.78,,,,,
Need for Speed: Hot Pursuit,PS3,2010.0,Racing,2.78,89.0,59.0,7.2,301.0,E10+
Skylanders: Spyro's Adventure,Wii,2011.0,Action,2.78,81.0,11.0,5.6,31.0,E10+
Battlefield 3,PC,2011.0,Shooter,2.78,89.0,61.0,7.5,4926.0,M
Mortal Kombat X,PS4,2015.0,Fighting,2.78,83.0,81.0,7.7,836.0,M
The Sims,PS2,2003.0,Simulation,2.77,83.0,33.0,7.7,46.0,T
Killzone 3,PS3,2011.0,Shooter,2.77,84.0,85.0,7.9,942.0,M
Star Wars: The Force Unleashed,X360,2008.0,Action,2.77,73.0,74.0,6.7,389.0,T
Minecraft,XOne,2014.0,Misc,2.76,,,,,
Yoshi's Island DS,DS,2006.0,Platform,2.76,81.0,42.0,7.4,67.0,E
Saints Row: The Third,X360,2011.0,Action,2.76,84.0,70.0,7.6,490.0,M
Missile Command,2600,1980.0,Shooter,2.76,,,,,
Mario Paint,SNES,1992.0,Misc,2.75,,,,,
Tekken 6,PS3,2009.0,Fighting,2.75,79.0,63.0,7.4,211.0,T
Pokémon Stadium 2,N64,2000.0,Strategy,2.73,,,,,
Metroid,NES,1986.0,Action,2.73,,,,,
Sonic and the Secret Rings,Wii,2007.0,Platform,2.73,69.0,44.0,6.6,174.0,E
FIFA 16,PS3,2015.0,Sports,2.71,,,3.2,58.0,E
The Legend of Zelda: A Link to the Past,GBA,2002.0,Action,2.7,95.0,30.0,9.1,314.0,E
Onimusha: Warlords,PS2,2001.0,Action,2.7,86.0,23.0,8.2,56.0,M
Mario Party,N64,1998.0,Misc,2.7,,,,,
L.A. Noire,X360,2011.0,Adventure,2.7,89.0,83.0,7.8,893.0,M
Call of Duty 3,X360,2006.0,Shooter,2.7,82.0,71.0,6.5,233.0,T
Madden NFL 12,X360,2011.0,Sports,2.69,78.0,55.0,5.9,94.0,E
LEGO Star Wars II: The Original Trilogy,PS2,2006.0,Action,2.69,84.0,32.0,9.0,41.0,E10+
Killzone: Shadow Fall,PS4,2013.0,Shooter,2.69,73.0,88.0,6.8,2102.0,M
Madden NFL 11,X360,2010.0,Sports,2.69,84.0,47.0,5.7,120.0,E
Burnout 3: Takedown,PS2,2004.0,Racing,2.68,93.0,52.0,9.1,271.0,T
Yokai Watch 2 Shinuchi,3DS,2014.0,Role-Playing,2.68,,,,,
Mortal Kombat,GEN,1992.0,Fighting,2.67,,,,,
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010.0,Puzzle,2.67,79.0,51.0,7.7,18.0,E
Professor Layton and the Last Specter,DS,2009.0,Puzzle,2.67,83.0,58.0,8.7,52.0,E10+
Call Of Duty 2: Big Red One,PS2,2005.0,Shooter,2.67,77.0,39.0,8.2,69.0,T
Medal of Honor,PS,1998.0,Shooter,2.67,92.0,17.0,8.6,80.0,T
Fable,XB,2004.0,Role-Playing,2.66,85.0,87.0,8.5,268.0,M
Guitar Hero: World Tour,X360,2008.0,Misc,2.66,85.0,67.0,6.3,171.0,T
FIFA 17,XOne,2016.0,Sports,2.65,84.0,50.0,5.5,201.0,E
Hannah Montana,DS,2006.0,Action,2.65,,,6.7,10.0,E
Tom Clancy's Splinter Cell,PS2,2003.0,Action,2.65,89.0,24.0,7.7,102.0,T
Super Mario Bros.: The Lost Levels,NES,1986.0,Platform,2.65,,,,,
Need for Speed: Shift,PS3,2009.0,Racing,2.65,84.0,55.0,6.9,113.0,E
Star Wars: Shadows of the Empire,N64,1996.0,Action,2.65,,,,,
Medal of Honor Heroes,PSP,2006.0,Shooter,2.65,71.0,24.0,7.9,47.0,T
Final Fantasy XIII-2,PS3,2011.0,Role-Playing,2.63,79.0,53.0,6.6,707.0,T
Midnight Club: Street Racing,PS2,2000.0,Racing,2.63,78.0,18.0,7.8,21.0,T
Skate 3,X360,2010.0,Sports,2.63,80.0,65.0,8.0,127.0,T
ESPN NFL 2K5,PS2,2004.0,Sports,2.62,90.0,37.0,8.2,84.0,E
Halo Wars,X360,2009.0,Strategy,2.62,82.0,92.0,7.2,454.0,T
NBA 2K12,X360,2011.0,Sports,2.62,90.0,42.0,7.7,134.0,E
Pac-Man: Adventures in Time,PSP,2006.0,Fighting,2.62,,,,,
FIFA Soccer 10,X360,2009.0,Sports,2.62,90.0,63.0,7.5,133.0,E
Medal of Honor,X360,2010.0,Shooter,2.61,74.0,71.0,6.7,288.0,M
Harry Potter and the Chamber of Secrets,PS2,2002.0,Action,2.61,71.0,16.0,7.6,49.0,E
Streets of Rage,GEN,1990.0,Action,2.6,,,,,
God of War Collection,PS3,2009.0,Action,2.6,91.0,50.0,8.7,529.0,M
NBA Live 2005,PS2,2004.0,Sports,2.59,84.0,21.0,8.1,44.0,E
Mario Strikers Charged,Wii,2007.0,Sports,2.58,79.0,47.0,8.0,124.0,E10+
FIFA Soccer 09,PS3,2008.0,Sports,2.58,87.0,42.0,7.5,108.0,E
Style Savvy,DS,2008.0,Simulation,2.58,73.0,4.0,7.7,7.0,E
WWE SmackDown vs. RAW 2007,PS2,2006.0,Fighting,2.58,80.0,27.0,8.6,57.0,T
LEGO Star Wars: The Complete Saga,X360,2007.0,Action,2.57,80.0,24.0,7.4,114.0,E10+
Ratchet & Clank: Up Your Arsenal,PS2,2004.0,Platform,2.57,,,,,
Madden NFL 08,PS2,2007.0,Sports,2.57,78.0,11.0,7.8,17.0,E
Monster Hunter Freedom 2,PSP,2007.0,Role-Playing,2.57,72.0,38.0,8.7,83.0,T
Ratchet & Clank Future: Tools of Destruction,PS3,2007.0,Platform,2.56,,,,,
Super Mario All-Stars: Limited Edition,Wii,2010.0,Platform,2.56,,,,,
Sonic Adventure 2 Battle,GC,2001.0,Platform,2.56,73.0,28.0,8.3,179.0,E
Dragon Warrior II,NES,1987.0,Role-Playing,2.56,,,,,
Ghostbusters: The Video Game (DS Version),X360,2009.0,Action,2.56,,,,,
Madden NFL 13,PS3,2012.0,Sports,2.56,83.0,22.0,5.5,101.0,E
Dragon Age: Origins,X360,2009.0,Role-Playing,2.56,86.0,68.0,7.9,725.0,M
Pokémon Colosseum,GC,2003.0,Role-Playing,2.54,73.0,37.0,8.0,89.0,E
LittleBigPlanet,PSP,2009.0,Platform,2.54,87.0,68.0,7.8,98.0,E10+
Madden NFL 09,X360,2008.0,Sports,2.53,83.0,50.0,7.0,125.0,E
Space Invaders,2600,,Shooter,2.53,,,,,
Crazy Taxi,PS2,2001.0,Racing,2.52,80.0,15.0,7.9,46.0,T
Art Academy,DS,2010.0,Misc,2.52,75.0,15.0,8.0,5.0,E
NBA 2K14,X360,2013.0,Sports,2.52,87.0,23.0,4.9,150.0,E
Perfect Dark,N64,2000.0,Action,2.52,,,,,
Skylanders Giants,Wii,2012.0,Action,2.52,78.0,8.0,7.0,20.0,E10+
Dragon Warrior,NES,1986.0,Role-Playing,2.52,,,,,
Deca Sports,Wii,2008.0,Sports,2.5,50.0,23.0,5.4,16.0,E
PES 2009: Pro Evolution Soccer,PS2,2008.0,Sports,2.5,,,,,
Mario Party 2,N64,1999.0,Misc,2.5,,,,,
Marvel: Ultimate Alliance,X360,2006.0,Role-Playing,2.5,82.0,68.0,7.5,120.0,T
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2003.0,Action,2.49,,,,,
Mortal Kombat: Deadly Alliance,PS2,2002.0,Fighting,2.49,79.0,31.0,8.8,96.0,M
Game Party,Wii,2007.0,Misc,2.48,25.0,8.0,4.3,26.0,E
Bloodborne,PS4,2015.0,Action,2.48,92.0,100.0,8.6,6383.0,M
Tomb Raider: The Last Revelation,PS,1998.0,Action,2.48,,,,,
Mario Party 4,GC,2002.0,Misc,2.47,70.0,26.0,7.4,74.0,E
Pure,X360,2008.0,Racing,2.47,85.0,55.0,7.7,83.0,E
Rock Band,X360,,Misc,2.47,92.0,72.0,8.2,178.0,T
NBA 2K13,PS3,2012.0,Sports,2.47,90.0,26.0,8.0,99.0,E
Saints Row: The Third,PS3,2011.0,Action,2.47,82.0,50.0,7.7,384.0,M
Resistance 2,PS3,2008.0,Shooter,2.46,87.0,79.0,6.1,1889.0,M
NBA 2K15,PS4,2014.0,Sports,2.45,83.0,50.0,7.0,291.0,E
Final Fantasy V,SNES,1992.0,Role-Playing,2.45,,,,,
Final Fantasy Tactics,PS,1997.0,Role-Playing,2.45,83.0,12.0,8.2,190.0,T
Midnight Club: Los Angeles,PS3,2008.0,Racing,2.45,82.0,50.0,8.2,100.0,T
Twisted Metal 2,PS,1996.0,Racing,2.44,,,,,
The Sims: Bustin' Out,PS2,2003.0,Simulation,2.43,81.0,26.0,8.4,42.0,T
Riven: The Sequel to Myst,PC,1997.0,Adventure,2.43,83.0,12.0,,,E
LEGO Harry Potter: Years 1-4,Wii,2010.0,Action,2.43,79.0,13.0,8.0,34.0,E10+
Need for Speed (2015),PS4,2015.0,Racing,2.43,,,,,
Call of Duty: Infinite Warfare,XOne,2016.0,Shooter,2.42,78.0,17.0,3.1,290.0,M
Madden NFL 16,XOne,2015.0,Sports,2.42,84.0,23.0,6.1,124.0,E
